raf,mek,plc,pip2,erk,akt,pka,pkc,p38,jnk,Class
54.7,36.5,7.04,8.9,6.32,4.57,150,7.17,22.3,6.55,0
25.9,13.3,89.8,422,30.2,44.9,661,10.3,27.6,41.4,1
31.9,16.4,67.3,176,56.7,97.3,1263,13.2,14.3,26.7,1
49.1,43.3,31.1,32.8,19.6,42.2,599,4.07,16.7,24.4,0
28.4,20.2,9.14,165,13.7,27.9,403,10.6,20.4,23.5,0
42.6,33.1,28.9,24.6,12.2,20.2,505,5.94,15.5,4.07,0
29.4,25.5,12.2,75.7,18.9,42.2,2207,11.8,28.1,22.3,0
34.3,17.6,19.6,20.7,30.2,41,313,9.14,19.5,14.9,0
33.4,28.6,11.4,189,15.5,29.4,542,8.51,14.3,27.6,0
69.2,54.2,19.5,16.3,11.4,24.8,573,11.3,27.1,59.4,0
132,84.3,23.1,20.9,21.5,34,362,7.37,27.9,36.8,0
1.14,2.11,23.5,19.5,24.1,46.6,973,71,184,207,0
25.9,13.2,21.9,24.1,59.9,92.2,1370,7.77,20.7,26.9,1
33.1,22.3,47.4,141,27.1,50.5,1000,1,75,7.7,1
122,75.7,20.5,42.2,49.1,120,1322,9.14,16,22.3,0
78.4,56.2,5.38,146,10.8,26.2,418,21.3,49.6,64.9,0
63.2,50.9,58.8,389,21.7,33.7,858,13.6,24.1,13.7,1
39.6,20.4,14.1,101,13,22.9,514,6.61,16,33.7,0
204,138,17.5,191,5.52,14.6,914,4.03,18.8,30.2,1
22.5,17,16.7,82,37.2,61.5,1186,10.7,22.7,28.6,1
40.3,21.7,27.1,297,40,62.1,1055,9.91,22.7,35.9,1
235,135,53.3,359,11.9,24.8,673,24.1,61.5,79.1,1
24.1,13,72.3,337,1.01,2.44,158,6.21,15.3,17.2,1
22.5,21.1,23.3,61,103,255,3752,12.5,25.9,22.3,0
108,106,38.9,255,55.7,87.4,1395,9.06,39.2,26.7,1
53.3,38.2,30,36.5,13.9,23.3,583,5.62,20,23.1,0
132,59.9,36.2,160,8.66,36.5,359,9.39,27.4,17.9,1
94.7,64.4,16.3,16.8,67.3,105,1981,10.3,22.5,20.5,0
151,98.2,23.1,36.8,41.8,93.9,1554,10,17.5,1.17,0
112,81.3,18.9,37.9,9.65,26.4,1395,5.33,15.1,28.1,0
120,77.7,40,62.1,22.9,36.8,414,12.3,13.7,17.5,1
39.2,34.9,75.7,433,11.7,39.2,449,25.5,51.4,75.7,1
164,119,13.6,89,21.5,40,382,6.73,18.8,17.8,0
29.7,16.7,85.1,274,15,25.5,523,11.9,29.2,63.8,1
44.9,48.3,27.9,30.8,64.4,146,2091,11.1,27.6,23.5,1
20.5,30.2,23.1,20.4,20,73,562,30.2,63.8,151,0
172,90.6,22.7,16.3,70.4,89.8,403,4.14,22.7,36.2,0
28.1,24.4,14.9,67.9,10.4,13.5,649,37.5,55.2,14.6,0
46.1,20.2,18.1,81.3,18.3,39.2,567,11.4,15.7,32.5,0
147,102,6.04,20.4,29.2,47.4,478,5.47,14.6,11.4,0
32.8,28.1,17.3,20.9,100,172,2666,31.9,75.7,107,0
9.39,18.1,14.2,17.6,11.2,21.1,457,115,184,27.6,0
34.9,30,40.3,389,29.2,81.3,2247,8.35,12.6,19.1,1
73.7,57.8,8.9,122,45.7,58.8,578,22.1,66.7,62.1,0
56.2,44.5,18.1,20.7,10.7,31.9,403,11,30.5,53.8,0
101,64.4,23.1,98.2,19.3,38.2,685,16.8,27.4,28.9,0
77.7,43.7,17.2,21.5,12.4,23.1,947,8.28,20,15.3,0
65.5,40.7,17.5,23.3,7.43,19.3,1000,2.25,64.4,1.12,0
28.6,17.9,15,51.9,9.22,34.6,470,7.99,12.5,19.1,0
63.2,28.6,60.4,161,63.8,98.2,890,13.7,22.3,21.9,1
45.7,10.6,18.1,105,106,181,2167,14.6,29.4,22.1,0
50.5,35.9,62.1,308,15,25.7,552,8.35,18.4,13,1
13.8,18.3,13.5,54.2,18.4,39.6,655,8.43,30.5,34.3,1
22.1,14.3,71,215,16.8,30.2,491,6.61,16.4,29.2,1
40,18.3,22.3,29.2,50,101,2690,1,86.6,4.07,0
38.2,13.7,15.8,47.4,11.9,28.9,470,45.3,89.8,114,0
23.9,13.3,52.3,88.2,4.83,16.4,743,16.8,32.8,83.5,1
90.6,57.8,28.9,23.3,16,35.9,396,42.2,95.6,100,0
30.8,21.3,15.4,111,12.5,34.3,466,24.1,48.7,110,1
36.2,17.3,15.5,136,18.4,31.3,505,41.4,78.4,121,1
34,19.8,34,196,6.85,19.5,820,10.3,23.1,27.1,0
104,105,27.1,379,15,26.4,638,12.5,19.6,15.8,1
96.5,53.3,22.1,22.9,31.9,43.3,355,7.64,19.3,18.1,0
82,61,8.43,89.8,12.2,18.4,615,13.1,46.6,43.3,0
33.1,20.7,19.5,73.7,17.6,38.2,389,10.7,14.2,21.3,0
37.9,21.1,25.7,24.6,30.2,51.4,947,6.55,41,32.2,0
36.5,14.5,53.8,414,13.2,31.1,1084,11.8,50,41.8,1
31.9,24.6,31.6,38.5,73,130,2110,8.35,15.7,17.5,0
41.8,32.8,13.8,139,8.51,18.9,269,1.21,5.19,1,1
42.2,32.5,69.8,105,35.9,85.1,2129,9.39,30.2,19.1,1
37.5,23.3,16.1,151,41,69.8,1275,36.8,83.5,172,0
18.6,17.3,96.5,491,11.9,32.8,346,18.6,41.8,89.8,1
9.22,1.01,19.1,21.5,17.9,43.7,573,11,33.7,50.9,0
35.9,20.7,45.7,284,13.9,34.9,478,3.4,4.18,33.1,1
109,77.7,31.1,32.5,14.2,23.3,445,55.7,108,80.6,0
16.4,10.5,20.9,14.9,12,44.1,474,37.2,101,114,1
25.7,14.6,12.5,96.5,52.8,86.6,777,18.8,48.7,34.6,1
32.8,12.9,14.7,106,15.3,30.8,615,1,84.3,7.99,0
23.9,16.5,24.4,14.2,10.8,50,649,10,24.1,19.3,0
43.7,21.1,33.4,34.3,10.2,30.5,632,14.3,29.4,4.37,0
34,34.3,33.7,372,40.7,59.9,1420,39.2,99.1,129,1
34.3,21.3,51.9,292,10.2,30.2,449,5.23,23.7,34.6,1
115,58.8,20.2,57.3,67.3,115,1370,15.4,36.2,39.6,0
150,97.3,1,77,63.2,99.1,1499,10.6,41.8,44.1,0
38.9,22.5,20.9,22.1,6.44,12,496,11.3,17.3,40.3,0
28.1,19.6,17.2,184,23.7,31.9,379,62.1,189,237,0
32.8,22.9,19.5,21.7,20.7,50.5,737,9.91,22.7,22.1,0
17.9,36.5,38.9,44.5,44.5,63.8,422,10.6,23.5,3.65,1
22.7,26.2,17.6,63.8,35.9,66.7,1094,5.73,13.2,35.2,0
22.9,34.3,18.1,22.9,2.17,10.6,99.1,1.04,1,3.82,0
35.2,22.3,17.2,155,28.4,53.8,835,10.7,41.4,19.3,1
29.7,25.5,37.9,57.8,11.2,21.1,470,7.43,22.5,23.5,0
202,142,14.7,78.4,21.1,105,1298,7.17,23.3,25.5,0
27.1,33.1,20,8.58,75.7,106,346,12,16,16.4,0
31.1,22.7,14.1,90.6,33.1,61,1420,15.4,36.2,59.9,0
17.5,19.3,118,365,10.4,30.5,1843,5.88,20.9,17.6,1
37.9,19.6,28.1,142,9.39,24.6,457,9.82,25.9,14.5,0
170,103,4.41,79.1,43.7,90.6,1540,4.33,7.7,8.58,0
70.4,42.2,19.8,13.7,12.7,37.5,437,1.83,7.23,7.57,0
33.7,22.1,34,219,82.8,135,2054,7.77,28.6,26.4,0
23.3,21.7,23.9,26.7,30.8,43.3,385,16.5,44.5,62.1,0
32.5,40.3,47.4,239,53.3,74.3,437,7.3,18.1,34.9,1
167,99.1,23.7,33.1,9.39,19.5,449,10.3,32.5,47.4,0
143,101,16.5,50.5,12.6,22.5,466,3.85,26.4,15.5,0
48.3,42.9,14.2,279,54.2,102,2167,1.65,61.5,9.65,1
37.9,23.1,7.5,13.7,18.3,19.6,820,10,15.8,16,0
49.1,29.2,27.1,138,10.6,15.7,514,13,36.8,53.8,0
55.2,40,12.6,115,33.7,49.1,396,3.02,37.5,3,0
28.9,4.03,14.7,104,22.1,29.7,311,9.82,18.8,32.8,1
61.5,41.8,21.7,20.2,14.2,25.7,594,10.3,17.6,23.5,0
32.2,23.7,64.9,426,5.28,23.9,274,9.91,35.2,29.4,1
62.1,31.9,23.5,20.4,22.1,27.9,414,27.9,58.8,72.3,0
71.7,42.9,28.4,292,19.8,24.1,259,6.32,36.8,28.6,1
49.6,40,30,195,3.72,22.7,219,29.2,69.8,103,1
25,15.5,15.8,12.7,28.4,39.2,410,7.3,14.1,18.9,0
37.5,18.1,26.7,655,17.2,31.9,505,13.7,32.5,38.5,1
163,122,21.7,311,43.7,99.1,1894,3.65,21.3,26.2,1
25.3,23.3,14.3,18.9,10.9,36.2,389,18.1,35.2,7.5,0
30.8,22.7,39.2,528,6.92,20.4,533,10.4,21.5,23.7,1
79.9,77.7,46.6,389,26.7,30.2,286,5.05,13.5,26.9,1
70.4,52.8,19.1,15.3,23.1,36.2,372,14.6,38.2,63.2,0
20,23.5,4.26,10.6,10.7,17.3,470,51.4,136,160,0
191,138,30.2,23.3,10.5,28.4,396,25,63.8,69.2,0
106,58.8,14.6,18.3,11.5,21.7,661,7.1,18.1,30.2,0
76.4,70.4,16.5,124,10.2,37.2,685,18.8,18.4,7.04,0
69.2,49.6,22.7,26.7,5.94,11.8,947,15.5,41,33.4,0
41.8,44.1,38.2,79.1,22.1,44.5,538,6.32,24.8,37.5,1
26.7,26.2,26.2,213,52.3,73.7,453,11.4,24.4,13.5,1
28.9,7.37,50.5,255,17.3,31.3,410,17.9,36.5,47.4,1
48.7,20.5,15.1,97.3,33.1,53.3,445,11.1,30.5,29.2,0
112,79.1,23.9,30.8,4.7,19.3,956,8.82,21.9,34,0
33.7,17.5,4.74,14.1,14.2,25.3,583,44.1,112,132,0
131,77.7,6.67,129,20.4,35.9,519,16.5,51.4,75.7,1
30.2,17.6,26.7,26.4,106,204,1794,30,59.9,66.7,0
139,82.8,16.1,36.5,24.8,35.5,349,3.25,76.4,6.61,1
36.5,15.8,25,23.3,30.2,62.1,505,2.55,5.09,1.72,0
46.1,51.4,16.7,16,5.19,10.5,866,1,68.5,9.22,0
36.8,22.5,15.7,239,22.1,34.6,449,9.65,31.1,20.9,1
28.1,16.1,16.8,22.9,36.2,66.1,1582,3.82,21.9,38.2,0
29.7,25,70.4,65.5,71,115,1827,10.6,24.6,23.3,0
41.4,18.6,17,113,35.5,62.6,1582,7.64,26.7,6.44,1
125,97.3,11.5,17,8.66,36.5,385,8.9,17.2,26.7,0
37.9,22.5,19.1,21.3,34.3,50.9,519,30.5,76.4,90.6,0
29.7,13.9,31.9,48.7,7.64,23.5,181,24.1,69.2,63.2,1
89,54.7,22.7,21.9,5.67,24.6,250,10.5,22.3,25.7,0
43.7,13,82,368,6.04,17,491,6.92,33.1,19.5,1
33.4,19.5,12.3,105,42.6,65.5,1395,14.3,31.3,49.1,0
61.5,31.9,4.57,14.2,32.5,48.3,244,13.9,31.3,23.1,0
38.2,25.9,24.1,20.9,22.9,43.3,271,7.1,12.1,23.7,0
33.7,18.4,10.2,12.1,6.26,13.9,389,52.8,73,2.69,0
55.7,25.3,24.1,20.9,28.4,39.2,410,17.5,34.9,5.57,0
48.7,27.4,42.9,215,74.3,121,1540,8.82,12.5,15.3,1
20.4,14.5,37.2,30.8,21.1,34.6,328,10.5,14.6,16.7,0
36.2,17.9,19.1,70.4,5.99,21.5,93.1,16.5,15.1,29.4,0
14.7,13.8,26.2,31.9,62.1,111,1877,6.44,20.9,8.98,0
145,143,10.6,281,7.99,17.8,626,13.2,26.2,17.6,0
115,75,22.5,25.9,15.3,61,349,4.14,17.3,25.7,0
85.1,48.3,21.5,19.1,8.13,5.94,311,6.21,12.6,15.8,0
36.8,12.4,17.8,20,7.43,16.3,982,10.1,26.9,33.1,0
48.7,24.4,112,414,10,17.6,638,7.91,22.7,19.8,1
40.3,18.8,10.3,145,19.5,30.8,599,6.21,22.3,27.6,1
18.3,17,38.5,269,5.42,19.6,253,7.84,27.9,22.3,1
39.2,27.1,12.1,147,1,2.57,89,9.22,16.4,48.7,0
38.9,22.5,42.2,403,14.1,35.9,487,12.5,39.2,59.4,1
10,5.88,17.2,172,19.6,32.8,578,8.43,16.7,20.9,0
49.1,26.7,22.7,81.3,49.1,101,2227,9.39,22.9,20.4,0
60.4,47,38.2,43.3,13.5,22.5,407,11.3,27.9,20,0
51.9,32.2,13.2,137,29.7,43.3,355,11.7,51.4,40.3,1
40,23.1,21.9,20.4,26.7,58.8,1946,6.21,22.9,24.4,0
30.2,17,46.6,289,61.5,113,1670,17.8,17.6,25.9,1
34.9,20.5,26.4,16.3,20,39.6,414,6.61,17,25.9,0
35.2,21.7,10.8,132,4.07,12.9,547,56.7,115,154,0
49.1,28.1,6.15,14.3,11.1,35.2,466,6.67,25.9,37.9,1
73,31.9,20,22.1,11.5,22.7,791,16.3,34.9,34.9,0
44.5,27.1,57.8,279,85.8,145,1640,8.98,26.7,21.1,1
35.2,13.8,18.1,17,6.38,15.7,422,12.5,26.4,25.9,0
86.6,57.8,6.67,27.9,28.9,56.7,2503,12.2,18.8,23.9,1
35.9,18.6,20.9,62.1,124,449,4958,8.28,24.6,6.21,0
40.7,31.3,12.7,127,16.7,26.9,382,33.7,70.4,67.9,0
138,97.3,14.7,133,23.7,43.7,562,8.28,22.3,36.5,0
26.4,10.2,31.1,29.2,31.3,42.6,523,4.14,69.8,1.53,0
151,85.8,19.3,95.6,5.73,14.5,250,20.9,60.4,88.2,0
158,109,44.1,73.7,18.9,37.2,679,9.22,28.9,26.7,0
35.2,20.9,67.9,365,28.4,42.9,368,4.03,55.2,3.13,1
113,122,19.6,23.3,11,31.3,267,7.23,20,26.9,0
44.1,20,34.9,43.3,54.2,153,1459,9.47,17.8,44.9,1
30.5,25.5,13.7,98.2,8.43,26.4,250,14.9,18.8,11.5,0
118,31.6,22.3,248,3.13,13.5,583,30.5,85.8,204,1
113,106,8.13,89,15.8,25.5,947,26.4,56.7,78.4,0
68.5,54.2,20.2,44.5,13.2,47.4,289,8.9,32.5,52.8,0
26.9,20,23.1,131,30.2,106,858,10.1,23.1,35.2,0
33.7,22.7,12.5,158,96.5,141,1843,10.1,15,28.6,0
54.7,29.2,17.9,51.9,23.9,40.3,730,10,22.9,20,1
40.7,24.6,8.9,78.4,59.4,108,2813,12.5,15.4,30.8,0
188,125,29.7,239,15.8,46.1,750,10.3,26.2,23.7,1
63.8,40.3,29.4,66.1,58.3,89.8,1027,58.8,165,259,1
30,10.4,23.3,22.9,39.2,88.2,2072,31.3,75.7,89.8,0
31.9,18.6,15.1,17.9,14.1,13.5,429,9.14,27.6,31.1,0
26.2,2,19.3,49.1,4.33,13.9,170,8.74,31.6,12.3,0
33.4,21.5,15.8,22.5,35.9,53.3,528,6.15,25.5,42.2,0
241,200,9.82,143,35.9,76.4,1811,36.2,73.7,81.3,1
18.1,26.9,10.1,77.7,34.6,89,1346,7.04,18.4,16.5,0
38.9,25.5,26.9,16.8,17.5,32.2,496,11.9,33.7,48.7,0
33.7,17.3,25,26.9,112,189,2035,3.55,16.1,23.1,0
39.6,25.9,17,16.3,17.6,34.6,820,4.61,15.5,27.9,0
69.8,51.9,13.3,86.6,15,17.3,583,8.43,13,21.3,1
133,79.9,22.5,16.4,78.4,109,375,11,24.4,19.5,0
26.4,24.1,18.6,14.7,9.06,18.9,1104,8.74,17.5,12.5,0
44.5,23.1,23.9,21.1,12.7,21.7,679,13.5,21.5,30.5,0
31.3,17.2,17.5,16.1,39.6,61.5,1055,8.82,16.4,20.2,0
109,108,22.5,20.7,22.1,94.7,583,81.3,204,257,0
70.4,40.7,22.9,22.3,16.7,28.1,542,10.5,19.5,21.5,0
34.6,19.5,106,478,23.1,24.6,429,10.7,20.9,28.9,1
43.3,31.6,42.2,69.2,22.3,34.6,667,4.33,5.83,3.92,1
106,63.8,20.5,24.4,17.5,31.3,528,20.4,56.2,51.4,0
34.3,17.9,7.77,137,24.4,44.9,1700,71.7,207,193,1
23.5,32.5,24.4,55.7,11.3,26.4,851,9.22,23.3,33.7,0
42.9,29.4,1,129,157,453,6378,9.73,33.1,56.7,0
65.5,28.1,19.8,163,21.9,38.5,474,5.28,21.1,21.1,1
34.3,25.3,17.6,90.6,7.5,8.9,184,19.6,68.5,34.3,0
40.7,17.9,106,562,2.86,12.9,433,7.57,25.5,17,1
103,75,40.3,49.6,6.15,7.64,211,10.8,16.4,25.9,1
158,114,27.1,27.9,106,244,4294,21.3,43.7,11,0
34.3,20.4,57.8,626,49.1,74.3,1252,10,25,20.4,1
37.9,16.8,15.5,13.9,34.9,50,1472,10.1,25.9,27.4,0
37.9,22.9,6.79,15.4,41.4,65.5,449,4.22,23.3,41.8,0
28.1,16.7,27.9,372,44.9,97.3,1731,4.14,10.8,3.82,1
28.6,5.57,31.6,32.8,17.2,24.8,519,9.65,24.4,20.2,0
173,104,21.3,155,14.9,44.5,1512,12.6,33.1,45.7,1
67.9,62.1,4.78,11.4,11.4,31.3,466,13.2,33.4,25.5,0
106,55.7,16.7,14.1,13.7,40.7,437,14.7,28.4,42.6,0
21.9,16.1,59.4,207,6.21,14.1,730,9.39,26.2,30.5,1
40.7,15.1,23.9,17.8,11.3,21.3,557,11.8,20.5,26.7,0
164,91.4,13.1,20,13.6,31.3,723,27.1,50.9,79.9,0
23.9,19.5,20.9,16.5,10.2,21.3,334,29.7,53.8,102,0
28.6,24.4,20.9,39.2,4.66,15.7,704,9.47,23.9,41.4,0
89.8,52.8,13.1,150,13.3,31.3,764,9.31,20.2,15.5,0
57.3,53.8,18.3,24.4,7.64,16,991,9.65,24.1,41.8,0
52.8,44.5,16.7,43.7,69.2,97.3,1407,9.31,16.5,34.3,0
32.8,27.4,22.3,25.7,29.4,83.5,2642,9.82,18.9,31.9,0
168,103,7.3,130,6.26,25.5,196,14.5,19.8,31.6,0
106,65.5,24.4,30.2,34.6,65.5,1144,2.41,12.1,17.6,0
52.3,26.2,22.1,172,18.9,35.5,470,8.66,16,27.4,1
64.4,15.3,18.1,20,10.5,28.4,644,10.3,26.7,17,0
66.1,31.6,18.8,28.9,13.3,27.1,449,8.66,18.1,25.3,0
53.8,40,13.1,195,34.6,63.2,1165,11.9,18.1,17.8,0
16.7,13.1,6.73,11.5,4.91,14.7,667,8.28,19.3,27.6,0
25.3,17.6,27.6,28.4,17.5,42.2,382,11.2,19.6,18.6,0
33.4,27.1,22.9,19.3,12.5,26.9,594,17.3,38.5,46.1,0
79.9,53.8,63.2,403,8.98,15.3,1027,26.4,57.3,92.2,1
44.1,30.8,23.5,22.5,101,164,1459,11.8,25.7,32.2,0
50.9,78.4,78.4,279,20.9,27.9,470,10.9,20.2,7.1,1
126,83.5,21.3,24.1,75,165,3619,14.5,38.5,7.3,0
117,66.1,4.74,16.3,22.3,37.5,328,8.74,23.1,19.8,0
14.6,18.6,3.16,5.67,21.3,33.1,308,1,1.65,4.29,1
17.2,39.6,4,14.9,23.1,34.3,328,1.15,5.42,2.81,1
15.8,15.1,2.33,213,18.1,26.2,286,25.7,44.1,3.11,1
9.39,14.7,1.12,1,8.51,28.4,1165,1.06,12.9,4.37,0
9.82,6.04,4.37,17.2,13.9,18.9,461,6.32,10.5,4.83,0
9.65,10.6,1,253,10.1,18.9,770,3.19,1.01,13.1,1
33.7,19.6,19.6,28.6,7.7,8.98,533,24.8,44.9,12.5,0
18.8,19.6,7.99,215,4.91,19.3,1241,9.82,7.43,13.8,0
39.2,17.2,7.23,200,11.5,17.9,407,14.9,19.8,18.4,1
16.1,15.4,7.17,114,18.3,28.1,167,14.6,23.1,19.6,1
46.6,12.2,4.7,157,9.82,20.2,1334,3.08,1,1.96,1
50.9,24.1,2.5,202,6.1,11.8,1275,1,1.63,1.02,1
28.6,20.2,7.04,195,23.7,40,557,3.89,20.9,30.2,0
13.1,40,5,29.4,13.1,17.2,262,6.21,12,6.21,1
48.7,22.5,8.82,93.9,32.5,50.5,1310,1.04,6.85,85.8,1
37.2,19.5,36.8,352,7.77,21.3,692,10.6,17.5,27.6,1
11.3,6.21,14.2,23.7,26.7,36.8,340,17.3,41.8,44.1,0
47.8,18.1,14.1,157,8.2,16.5,219,1,1,9.73,1
17.5,29.4,6.32,113,10.4,23.1,400,10.5,21.9,2.25,0
38.2,20.5,10.2,93.9,28.4,50,422,1.43,1.3,4.07,0
2.55,12.4,5.52,122,18.9,42.2,965,2.81,17.9,74.3,1
52.8,21.3,12.4,86.6,14.1,25.7,717,5.09,7.77,4.37,1
41.8,45.3,3.72,241,7.57,11.4,661,13.2,23.7,12.6,1
67.3,24.8,11.7,704,22.7,40.7,365,6.21,11,16.1,1
13.7,10.1,13.1,48.7,19.3,28.4,644,3.25,1.96,7.84,1
15,39.6,24.4,55.7,24.6,28.9,163,1.25,6.15,4.03,1
21.9,18.3,7.77,9.56,11.3,25.9,461,1.37,1,8.82,1
67.9,40,24.4,64.4,58.8,87.4,533,6.44,35.2,54.2,0
10.2,13.5,13.8,233,17.3,49.6,1715,7.1,19.8,28.9,1
15.8,22.1,12,17.9,2.21,10.7,799,8.98,19.5,11.3,1
85.1,106,9.56,14.1,30.8,43.3,319,24.8,79.9,69.2,1
57.8,16.5,15.4,40,16.7,25.5,382,4.07,5.62,10.3,1
9.56,24.4,5.67,17.8,9.65,12.1,533,9.47,17.6,12,1
27.9,27.4,3.79,1.01,8.13,20.5,487,6.1,20.9,52.3,0
17.8,17.2,2.02,202,13.2,13.2,692,1.45,6.44,2.69,1
34.9,15,7.17,176,10.7,18.6,453,30,48.3,22.7,1
75.7,17.6,1.43,340,7.23,21.7,644,11.5,21.1,2,1
38.5,16,1,806,2.74,13.1,441,8.98,15,1.51,1
34.3,36.5,21.7,183,16.7,19.5,449,7.91,11.7,5,1
20.4,15.7,10.2,229,29.4,61,414,4.18,5.52,2.15,1
22.5,19.5,8.2,31.6,32.5,40.3,474,5.83,15,1.01,1
73,24.1,14.1,29.2,35.2,75,730,8.9,16.3,70.4,1
34,10.8,4.18,35.2,32.2,46.1,343,3.11,1.07,5.67,0
50,25.5,9.73,10.9,31.6,38.9,217,1,1,13,1
48.7,25.5,11.3,77,3.92,13.1,396,7.91,54.2,349,1
61,25.5,8.74,99.1,6.92,22.7,1554,1,1,4.53,1
64.4,33.4,51.9,418,19.1,34.9,255,42.9,74.3,20.4,1
65.5,29.7,6.61,17,13.3,29.4,1104,10.5,27.9,163,1
43.7,13.3,3.92,231,20,38.5,322,3.52,2.5,10.3,0
33.4,23.3,2,31.1,23.1,40.3,337,18.8,35.2,6.21,0
13.5,10.7,18.3,27.4,1,2.5,14.2,3.92,12.7,83.5,0
11.7,4.37,6.61,153,37.9,118,947,48.3,102,145,1
12.5,19.3,33.1,322,35.2,51.4,231,8.9,15.3,13.9,1
84.3,35.2,8.13,153,5.57,17.6,547,6.67,6.92,17.5,1
38.2,15.8,9.22,188,9.65,33.4,799,1,1,6.92,1
28.1,9.22,12.1,11.1,45.7,139,1310,19.6,27.4,24.8,1
11.7,8.74,13,14.3,31.1,56.7,1065,1.6,13.2,4.7,1
1,3.46,8.58,231,25.5,29.2,429,30.8,126,239,1
136,48.7,20.9,692,29.2,45.3,965,9.91,19.6,10.5,1
19.5,13.8,16.4,528,2.86,1,147,11,5.78,13.9,1
42.9,12.4,58.8,191,22.5,38.9,764,14.1,15.4,21.1,1
5.28,5.57,4.91,8.51,10.1,38.5,1762,24.6,63.8,85.8,0
79.1,50.5,50,328,9.31,16.1,588,1,1,6.61,1
81.3,16.8,15.5,61.5,8.58,15.7,235,1,1.53,10.1,1
32.2,26.9,3.4,231,69.8,110,820,18.3,26.2,12.6,1
40,20,7.04,33.7,17.3,30.2,483,11.4,15.4,17.2,0
19.6,20.2,13.3,172,21.7,38.9,505,1,1,5.62,1
50.9,28.1,27.6,284,24.1,41,514,3.75,1,3.05,1
41.4,27.1,39.2,59.4,17.5,42.6,487,18.3,39.2,5.78,1
58.8,31.9,19.1,37.9,63.2,112,914,15.3,22.3,5.52,1
64.9,21.1,6.49,143,34,66.1,655,22.1,26.7,4.45,1
62.1,32.8,24.4,225,10.8,18.4,319,34,41.4,24.8,1
32.2,28.1,31.3,429,7.43,26.2,466,8.82,23.3,10.6,1
63.8,64.4,4.33,163,8.51,11.4,610,5.57,10.7,9.47,1
22.1,26.7,10.4,126,24.6,42.9,322,1.7,19.6,10.2,0
63.2,38.9,76.4,349,31.9,37.5,302,1,3.85,2.64,1
132,54.7,15.5,25,11,21.3,557,7.43,18.6,15.1,1
26.9,24.4,8.28,85.8,15.8,27.9,528,6.44,9.91,17.9,0
39.2,17.6,1.73,5.62,16.1,32.8,757,15.1,12.6,11.8,0
42.9,17.6,8.2,204,6.85,34,1568,8.28,26.7,1.15,1
101,100,16.1,9.73,34.3,49.6,217,8.9,14.2,6.44,1
73,23.1,5.88,221,14.3,26.2,426,9.14,3.43,8.2,1
25.5,23.5,20.7,34.9,44.1,71,604,7.04,41.4,319,1
33.7,16.8,12.3,131,28.6,42.6,279,6.49,16.8,12.2,1
205,71,4.53,17,13.8,37.9,1794,13.7,23.3,62.6,1
24.1,28.1,15.1,217,48.7,135,1055,10.7,16.3,9.47,1
34,21.3,25,655,19.6,21.1,276,2.71,21.3,109,1
57.3,23.5,31.9,322,19.8,35.5,835,21.5,33.1,16.1,1
55.2,22.3,10.1,150,6.38,15.1,422,14.6,18.6,1.84,1
77,21.1,2.33,7.17,38.5,119,1472,13.6,15.5,11.3,0
59.4,41.4,68.5,175,70.4,100,407,9.06,15.5,9.65,1
9.39,27.9,43.3,202,9.65,30.5,679,8.74,13.2,8.98,1
16.5,33.4,7.7,120,14.1,27.6,414,7.1,5.99,13,1
61,40.7,8.51,142,22.9,40.3,255,5.83,1.91,10.6,1
63.8,34.9,1,241,7.99,18.8,1124,17.2,31.1,3.31,1
45.7,12.1,4.18,186,15.8,20.2,311,10.7,10.9,16.1,1
39.2,10,12.1,38.5,20.4,30,284,20.9,20.7,8.98,1
120,85.8,6.67,13.1,22.7,46.1,453,40.3,77,37.2,1
5.78,1.01,2.21,538,16.8,15.4,461,5.38,11.9,9.22,1
35.2,10.4,46.1,289,1.86,6.44,161,18.6,29.2,19.8,1
19.6,46.6,43.7,88.2,20.7,37.9,281,8.9,10.7,1.04,1
34,18.8,8.43,97.3,11.7,31.1,533,2.62,12.7,1.45,1
47.4,28.9,6.38,241,10.3,13.6,1009,33.4,54.7,15.8,1
44.1,28.4,14.1,48.3,60.4,119,1459,1.1,1.7,5.73,1
119,29.4,1.54,1.26,9.22,22.1,1186,15.5,25.5,11.4,0
53.8,23.9,16.4,79.1,41.4,63.8,1114,17.2,22.1,14.6,1
164,72.3,10.6,196,25.9,37.9,519,10.4,17.6,1.75,1
42.2,22.3,14.5,340,5.28,10.6,382,10.8,9.22,8.51,1
71,66.7,4.07,9.82,15.3,17.9,583,16.5,25.5,7.04,1
59.9,32.8,11.4,151,20.7,25.3,186,22.7,36.8,3.96,0
41.4,28.9,21.3,16.5,29.2,64.9,3398,1.32,48.3,6.26,1
25.9,19.3,50.9,698,10.3,28.6,757,8.82,3.05,2.67,1
78.4,44.1,44.1,153,63.8,138,1155,9.91,13.8,9.56,1
47,57.3,3.55,13.6,19.6,32.5,349,20,35.2,12.9,1
17.3,28.9,15,16.5,8.98,37.2,710,12.7,4.83,8.13,0
53.3,19.8,5,21.5,3.34,16.1,1999,4.53,39.2,67.9,1
20.5,15,9.56,75,15.5,21.3,777,17.2,20.2,8.28,0
55.2,27.4,3.65,12.5,32.2,44.1,233,4.7,13.1,12.4,1
84.3,23.1,6.1,227,75,114,2072,7.7,19.1,10.8,1
135,198,4.87,215,16.4,61,2393,10.6,18.1,3.49,1
