raf,mek,plc,pip2,pip3,erk,akt,pka,p38,jnk,Class
104,105,27.1,379,65.5,15,26.4,638,19.6,15.8,0
96.5,53.3,22.1,22.9,7.64,31.9,43.3,355,19.3,18.1,0
82,61,8.43,89.8,7.43,12.2,18.4,615,46.6,43.3,1
33.1,20.7,19.5,73.7,12,17.6,38.2,389,14.2,21.3,0
37.9,21.1,25.7,24.6,5.88,30.2,51.4,947,41,32.2,0
36.5,14.5,53.8,414,72.3,13.2,31.1,1084,50,41.8,0
31.9,24.6,31.6,38.5,6.26,73,130,2110,15.7,17.5,0
41.8,32.8,13.8,139,17.9,8.51,18.9,269,5.19,1,0
42.2,32.5,69.8,105,44.9,35.9,85.1,2129,30.2,19.1,0
37.5,23.3,16.1,151,16.1,41,69.8,1275,83.5,172,1
18.6,17.3,96.5,491,109,11.9,32.8,346,41.8,89.8,1
9.22,1.01,19.1,21.5,9.91,17.9,43.7,573,33.7,50.9,0
35.9,20.7,45.7,284,31.9,13.9,34.9,478,4.18,33.1,0
109,77.7,31.1,32.5,13.5,14.2,23.3,445,108,80.6,1
16.4,10.5,20.9,14.9,18.4,12,44.1,474,101,114,1
25.7,14.6,12.5,96.5,20.4,52.8,86.6,777,48.7,34.6,1
32.8,12.9,14.7,106,14.5,15.3,30.8,615,84.3,7.99,0
23.9,16.5,24.4,14.2,3.25,10.8,50,649,24.1,19.3,0
43.7,21.1,33.4,34.3,8.28,10.2,30.5,632,29.4,4.37,1
34,34.3,33.7,372,29.4,40.7,59.9,1420,99.1,129,1
34.3,21.3,51.9,292,56.2,10.2,30.2,449,23.7,34.6,0
115,58.8,20.2,57.3,15.3,67.3,115,1370,36.2,39.6,1
150,97.3,1,77,7.77,63.2,99.1,1499,41.8,44.1,0
38.9,22.5,20.9,22.1,6.32,6.44,12,496,17.3,40.3,0
28.1,19.6,17.2,184,7.1,23.7,31.9,379,189,237,1
32.8,22.9,19.5,21.7,13.1,20.7,50.5,737,22.7,22.1,0
17.9,36.5,38.9,44.5,33.1,44.5,63.8,422,23.5,3.65,0
22.7,26.2,17.6,63.8,9.91,35.9,66.7,1094,13.2,35.2,0
22.9,34.3,18.1,22.9,8.74,2.17,10.6,99.1,1,3.82,0
35.2,22.3,17.2,155,19.6,28.4,53.8,835,41.4,19.3,0
29.7,25.5,37.9,57.8,14.6,11.2,21.1,470,22.5,23.5,0
202,142,14.7,78.4,1.88,21.1,105,1298,23.3,25.5,0
27.1,33.1,20,8.58,8.06,75.7,106,346,16,16.4,0
31.1,22.7,14.1,90.6,13.2,33.1,61,1420,36.2,59.9,1
17.5,19.3,118,365,77,10.4,30.5,1843,20.9,17.6,0
37.9,19.6,28.1,142,17.6,9.39,24.6,457,25.9,14.5,0
170,103,4.41,79.1,10.8,43.7,90.6,1540,7.7,8.58,0
70.4,42.2,19.8,13.7,8.98,12.7,37.5,437,7.23,7.57,0
33.7,22.1,34,219,17.2,82.8,135,2054,28.6,26.4,0
23.3,21.7,23.9,26.7,7.77,30.8,43.3,385,44.5,62.1,1
32.5,40.3,47.4,239,42.9,53.3,74.3,437,18.1,34.9,0
167,99.1,23.7,33.1,16.3,9.39,19.5,449,32.5,47.4,0
143,101,16.5,50.5,3.79,12.6,22.5,466,26.4,15.5,0
48.3,42.9,14.2,279,18.9,54.2,102,2167,61.5,9.65,0
37.9,23.1,7.5,13.7,5.52,18.3,19.6,820,15.8,16,0
49.1,29.2,27.1,138,16.5,10.6,15.7,514,36.8,53.8,1
55.2,40,12.6,115,13.9,33.7,49.1,396,37.5,3,0
28.9,4.03,14.7,104,26.2,22.1,29.7,311,18.8,32.8,0
61.5,41.8,21.7,20.2,3.16,14.2,25.7,594,17.6,23.5,0
32.2,23.7,64.9,426,71,5.28,23.9,274,35.2,29.4,0
62.1,31.9,23.5,20.4,17.5,22.1,27.9,414,58.8,72.3,1
71.7,42.9,28.4,292,41.8,19.8,24.1,259,36.8,28.6,0
49.6,40,30,195,35.2,3.72,22.7,219,69.8,103,1
25,15.5,15.8,12.7,6.98,28.4,39.2,410,14.1,18.9,0
37.5,18.1,26.7,655,78.4,17.2,31.9,505,32.5,38.5,1
163,122,21.7,311,47,43.7,99.1,1894,21.3,26.2,0
25.3,23.3,14.3,18.9,11.5,10.9,36.2,389,35.2,7.5,1
30.8,22.7,39.2,528,35.2,6.92,20.4,533,21.5,23.7,0
79.9,77.7,46.6,389,75.7,26.7,30.2,286,13.5,26.9,0
70.4,52.8,19.1,15.3,3.96,23.1,36.2,372,38.2,63.2,1
20,23.5,4.26,10.6,10.3,10.7,17.3,470,136,160,1
191,138,30.2,23.3,7.99,10.5,28.4,396,63.8,69.2,1
106,58.8,14.6,18.3,3.65,11.5,21.7,661,18.1,30.2,0
76.4,70.4,16.5,124,15.5,10.2,37.2,685,18.4,7.04,1
69.2,49.6,22.7,26.7,11.7,5.94,11.8,947,41,33.4,1
41.8,44.1,38.2,79.1,30,22.1,44.5,538,24.8,37.5,0
26.7,26.2,26.2,213,36.5,52.3,73.7,453,24.4,13.5,0
28.9,7.37,50.5,255,67.9,17.3,31.3,410,36.5,47.4,1
48.7,20.5,15.1,97.3,8.43,33.1,53.3,445,30.5,29.2,0
112,79.1,23.9,30.8,6.04,4.7,19.3,956,21.9,34,0
33.7,17.5,4.74,14.1,9.39,14.2,25.3,583,112,132,1
131,77.7,6.67,129,36.2,20.4,35.9,519,51.4,75.7,1
30.2,17.6,26.7,26.4,4.29,106,204,1794,59.9,66.7,1
139,82.8,16.1,36.5,19.1,24.8,35.5,349,76.4,6.61,0
36.5,15.8,25,23.3,1.38,30.2,62.1,505,5.09,1.72,0
46.1,51.4,16.7,16,1,5.19,10.5,866,68.5,9.22,0
36.8,22.5,15.7,239,27.4,22.1,34.6,449,31.1,20.9,0
28.1,16.1,16.8,22.9,11.2,36.2,66.1,1582,21.9,38.2,0
29.7,25,70.4,65.5,3.02,71,115,1827,24.6,23.3,0
41.4,18.6,17,113,33.1,35.5,62.6,1582,26.7,6.44,0
125,97.3,11.5,17,4.29,8.66,36.5,385,17.2,26.7,0
37.9,22.5,19.1,21.3,3.4,34.3,50.9,519,76.4,90.6,1
29.7,13.9,31.9,48.7,20.5,7.64,23.5,181,69.2,63.2,1
89,54.7,22.7,21.9,5.73,5.67,24.6,250,22.3,25.7,0
43.7,13,82,368,78.4,6.04,17,491,33.1,19.5,0
33.4,19.5,12.3,105,12.1,42.6,65.5,1395,31.3,49.1,1
61.5,31.9,4.57,14.2,1.95,32.5,48.3,244,31.3,23.1,1
38.2,25.9,24.1,20.9,6.98,22.9,43.3,271,12.1,23.7,0
33.7,18.4,10.2,12.1,12.1,6.26,13.9,389,73,2.69,1
55.7,25.3,24.1,20.9,3.68,28.4,39.2,410,34.9,5.57,1
48.7,27.4,42.9,215,25.5,74.3,121,1540,12.5,15.3,0
20.4,14.5,37.2,30.8,12.9,21.1,34.6,328,14.6,16.7,0
36.2,17.9,19.1,70.4,9.47,5.99,21.5,93.1,15.1,29.4,1
14.7,13.8,26.2,31.9,6.04,62.1,111,1877,20.9,8.98,0
145,143,10.6,281,15.4,7.99,17.8,626,26.2,17.6,1
115,75,22.5,25.9,1.79,15.3,61,349,17.3,25.7,0
85.1,48.3,21.5,19.1,1.06,8.13,5.94,311,12.6,15.8,0
36.8,12.4,17.8,20,9.06,7.43,16.3,982,26.9,33.1,0
48.7,24.4,112,414,125,10,17.6,638,22.7,19.8,0
40.3,18.8,10.3,145,21.3,19.5,30.8,599,22.3,27.6,0
18.3,17,38.5,269,24.4,5.42,19.6,253,27.9,22.3,0
39.2,27.1,12.1,147,8.43,1,2.57,89,16.4,48.7,0
38.9,22.5,42.2,403,55.2,14.1,35.9,487,39.2,59.4,0
10,5.88,17.2,172,15.7,19.6,32.8,578,16.7,20.9,0
49.1,26.7,22.7,81.3,12,49.1,101,2227,22.9,20.4,0
60.4,47,38.2,43.3,6.38,13.5,22.5,407,27.9,20,0
51.9,32.2,13.2,137,25.9,29.7,43.3,355,51.4,40.3,0
40,23.1,21.9,20.4,4.66,26.7,58.8,1946,22.9,24.4,0
30.2,17,46.6,289,56.7,61.5,113,1670,17.6,25.9,1
34.9,20.5,26.4,16.3,1,20,39.6,414,17,25.9,0
35.2,21.7,10.8,132,10.3,4.07,12.9,547,115,154,1
49.1,28.1,6.15,14.3,20.4,11.1,35.2,466,25.9,37.9,0
73,31.9,20,22.1,1,11.5,22.7,791,34.9,34.9,1
44.5,27.1,57.8,279,42.6,85.8,145,1640,26.7,21.1,0
35.2,13.8,18.1,17,12,6.38,15.7,422,26.4,25.9,0
86.6,57.8,6.67,27.9,20,28.9,56.7,2503,18.8,23.9,0
35.9,18.6,20.9,62.1,12.7,124,449,4958,24.6,6.21,0
40.7,31.3,12.7,127,13.8,16.7,26.9,382,70.4,67.9,1
138,97.3,14.7,133,15.8,23.7,43.7,562,22.3,36.5,0
26.4,10.2,31.1,29.2,6.26,31.3,42.6,523,69.8,1.53,0
151,85.8,19.3,95.6,11.9,5.73,14.5,250,60.4,88.2,1
158,109,44.1,73.7,12.3,18.9,37.2,679,28.9,26.7,0
35.2,20.9,67.9,365,71.7,28.4,42.9,368,55.2,3.13,0
113,122,19.6,23.3,8.66,11,31.3,267,20,26.9,0
44.1,20,34.9,43.3,21.7,54.2,153,1459,17.8,44.9,0
30.5,25.5,13.7,98.2,10.9,8.43,26.4,250,18.8,11.5,1
118,31.6,22.3,248,20.9,3.13,13.5,583,85.8,204,1
113,106,8.13,89,10.6,15.8,25.5,947,56.7,78.4,1
68.5,54.2,20.2,44.5,9.65,13.2,47.4,289,32.5,52.8,0
26.9,20,23.1,131,14.7,30.2,106,858,23.1,35.2,0
33.7,22.7,12.5,158,7.84,96.5,141,1843,15,28.6,0
54.7,29.2,17.9,51.9,23.1,23.9,40.3,730,22.9,20,0
40.7,24.6,8.9,78.4,7.57,59.4,108,2813,15.4,30.8,0
188,125,29.7,239,51.4,15.8,46.1,750,26.2,23.7,0
63.8,40.3,29.4,66.1,19.3,58.3,89.8,1027,165,259,1
30,10.4,23.3,22.9,4.41,39.2,88.2,2072,75.7,89.8,1
31.9,18.6,15.1,17.9,1,14.1,13.5,429,27.6,31.1,0
26.2,2,19.3,49.1,12.7,4.33,13.9,170,31.6,12.3,0
33.4,21.5,15.8,22.5,4.49,35.9,53.3,528,25.5,42.2,0
241,200,9.82,143,24.1,35.9,76.4,1811,73.7,81.3,1
18.1,26.9,10.1,77.7,17.3,34.6,89,1346,18.4,16.5,0
38.9,25.5,26.9,16.8,8.58,17.5,32.2,496,33.7,48.7,0
33.7,17.3,25,26.9,10.6,112,189,2035,16.1,23.1,0
39.6,25.9,17,16.3,12.6,17.6,34.6,820,15.5,27.9,0
69.8,51.9,13.3,86.6,20.5,15,17.3,583,13,21.3,0
133,79.9,22.5,16.4,6.32,78.4,109,375,24.4,19.5,0
26.4,24.1,18.6,14.7,5.05,9.06,18.9,1104,17.5,12.5,0
44.5,23.1,23.9,21.1,1,12.7,21.7,679,21.5,30.5,1
31.3,17.2,17.5,16.1,11.8,39.6,61.5,1055,16.4,20.2,0
109,108,22.5,20.7,2.5,22.1,94.7,583,204,257,1
70.4,40.7,22.9,22.3,3.05,16.7,28.1,542,19.5,21.5,0
34.6,19.5,106,478,68.5,23.1,24.6,429,20.9,28.9,0
43.3,31.6,42.2,69.2,23.3,22.3,34.6,667,5.83,3.92,0
106,63.8,20.5,24.4,14.6,17.5,31.3,528,56.2,51.4,1
34.3,17.9,7.77,137,24.1,24.4,44.9,1700,207,193,1
23.5,32.5,24.4,55.7,13.3,11.3,26.4,851,23.3,33.7,0
42.9,29.4,1,129,13.3,157,453,6378,33.1,56.7,0
65.5,28.1,19.8,163,20,21.9,38.5,474,21.1,21.1,0
34.3,25.3,17.6,90.6,15,7.5,8.9,184,68.5,34.3,1
40.7,17.9,106,562,78.4,2.86,12.9,433,25.5,17,0
103,75,40.3,49.6,18.6,6.15,7.64,211,16.4,25.9,0
158,114,27.1,27.9,10.6,106,244,4294,43.7,11,1
34.3,20.4,57.8,626,71.7,49.1,74.3,1252,25,20.4,0
37.9,16.8,15.5,13.9,5.38,34.9,50,1472,25.9,27.4,0
37.9,22.9,6.79,15.4,11.2,41.4,65.5,449,23.3,41.8,0
28.1,16.7,27.9,372,30.8,44.9,97.3,1731,10.8,3.82,0
28.6,5.57,31.6,32.8,13.1,17.2,24.8,519,24.4,20.2,0
173,104,21.3,155,20,14.9,44.5,1512,33.1,45.7,0
67.9,62.1,4.78,11.4,1.75,11.4,31.3,466,33.4,25.5,1
106,55.7,16.7,14.1,8.43,13.7,40.7,437,28.4,42.6,1
21.9,16.1,59.4,207,37.9,6.21,14.1,730,26.2,30.5,0
40.7,15.1,23.9,17.8,6.26,11.3,21.3,557,20.5,26.7,0
164,91.4,13.1,20,6.98,13.6,31.3,723,50.9,79.9,1
23.9,19.5,20.9,16.5,5.57,10.2,21.3,334,53.8,102,1
28.6,24.4,20.9,39.2,11.7,4.66,15.7,704,23.9,41.4,0
89.8,52.8,13.1,150,2.41,13.3,31.3,764,20.2,15.5,0
57.3,53.8,18.3,24.4,4.41,7.64,16,991,24.1,41.8,0
52.8,44.5,16.7,43.7,5,69.2,97.3,1407,16.5,34.3,0
32.8,27.4,22.3,25.7,7.5,29.4,83.5,2642,18.9,31.9,0
168,103,7.3,130,10.2,6.26,25.5,196,19.8,31.6,1
106,65.5,24.4,30.2,12.3,34.6,65.5,1144,12.1,17.6,0
52.3,26.2,22.1,172,19.6,18.9,35.5,470,16,27.4,0
64.4,15.3,18.1,20,6.38,10.5,28.4,644,26.7,17,0
66.1,31.6,18.8,28.9,9.65,13.3,27.1,449,18.1,25.3,0
53.8,40,13.1,195,12.6,34.6,63.2,1165,18.1,17.8,0
16.7,13.1,6.73,11.5,8.2,4.91,14.7,667,19.3,27.6,0
25.3,17.6,27.6,28.4,7.84,17.5,42.2,382,19.6,18.6,0
33.4,27.1,22.9,19.3,2.04,12.5,26.9,594,38.5,46.1,1
79.9,53.8,63.2,403,53.8,8.98,15.3,1027,57.3,92.2,1
44.1,30.8,23.5,22.5,1.1,101,164,1459,25.7,32.2,0
50.9,78.4,78.4,279,47,20.9,27.9,470,20.2,7.1,0
126,83.5,21.3,24.1,10.6,75,165,3619,38.5,7.3,1
117,66.1,4.74,16.3,15.5,22.3,37.5,328,23.1,19.8,0
14.6,18.6,3.16,5.67,19.1,21.3,33.1,308,1.65,4.29,0
17.2,39.6,4,14.9,23.7,23.1,34.3,328,5.42,2.81,0
15.8,15.1,2.33,213,24.6,18.1,26.2,286,44.1,3.11,1
9.39,14.7,1.12,1,1.01,8.51,28.4,1165,12.9,4.37,0
9.82,6.04,4.37,17.2,16.8,13.9,18.9,461,10.5,4.83,0
9.65,10.6,1,253,42.9,10.1,18.9,770,1.01,13.1,0
33.7,19.6,19.6,28.6,8.2,7.7,8.98,533,44.9,12.5,1
18.8,19.6,7.99,215,3.72,4.91,19.3,1241,7.43,13.8,0
39.2,17.2,7.23,200,33.4,11.5,17.9,407,19.8,18.4,1
16.1,15.4,7.17,114,32.5,18.3,28.1,167,23.1,19.6,1
46.6,12.2,4.7,157,32.2,9.82,20.2,1334,1,1.96,0
50.9,24.1,2.5,202,30.5,6.1,11.8,1275,1.63,1.02,0
28.6,20.2,7.04,195,12.4,23.7,40,557,20.9,30.2,0
13.1,40,5,29.4,38.5,13.1,17.2,262,12,6.21,0
48.7,22.5,8.82,93.9,48.3,32.5,50.5,1310,6.85,85.8,0
37.2,19.5,36.8,352,158,7.77,21.3,692,17.5,27.6,0
11.3,6.21,14.2,23.7,12.5,26.7,36.8,340,41.8,44.1,1
47.8,18.1,14.1,157,22.7,8.2,16.5,219,1,9.73,0
17.5,29.4,6.32,113,12.7,10.4,23.1,400,21.9,2.25,0
38.2,20.5,10.2,93.9,16.4,28.4,50,422,1.3,4.07,0
2.55,12.4,5.52,122,42.9,18.9,42.2,965,17.9,74.3,0
52.8,21.3,12.4,86.6,35.2,14.1,25.7,717,7.77,4.37,0
41.8,45.3,3.72,241,28.1,7.57,11.4,661,23.7,12.6,1
67.3,24.8,11.7,704,93.9,22.7,40.7,365,11,16.1,0
13.7,10.1,13.1,48.7,30,19.3,28.4,644,1.96,7.84,0
15,39.6,24.4,55.7,30.2,24.6,28.9,163,6.15,4.03,0
21.9,18.3,7.77,9.56,19.3,11.3,25.9,461,1,8.82,0
67.9,40,24.4,64.4,4.26,58.8,87.4,533,35.2,54.2,0
10.2,13.5,13.8,233,51.9,17.3,49.6,1715,19.8,28.9,0
15.8,22.1,12,17.9,78.4,2.21,10.7,799,19.5,11.3,0
85.1,106,9.56,14.1,51.9,30.8,43.3,319,79.9,69.2,1
57.8,16.5,15.4,40,135,16.7,25.5,382,5.62,10.3,0
9.56,24.4,5.67,17.8,28.4,9.65,12.1,533,17.6,12,0
27.9,27.4,3.79,1.01,9.22,8.13,20.5,487,20.9,52.3,0
17.8,17.2,2.02,202,19.3,13.2,13.2,692,6.44,2.69,0
34.9,15,7.17,176,47,10.7,18.6,453,48.3,22.7,1
75.7,17.6,1.43,340,29.7,7.23,21.7,644,21.1,2,0
38.5,16,1,806,106,2.74,13.1,441,15,1.51,0
34.3,36.5,21.7,183,48.7,16.7,19.5,449,11.7,5,0
20.4,15.7,10.2,229,54.7,29.4,61,414,5.52,2.15,0
22.5,19.5,8.2,31.6,51.4,32.5,40.3,474,15,1.01,0
73,24.1,14.1,29.2,31.1,35.2,75,730,16.3,70.4,0
34,10.8,4.18,35.2,4.96,32.2,46.1,343,1.07,5.67,0
50,25.5,9.73,10.9,30,31.6,38.9,217,1,13,0
48.7,25.5,11.3,77,23.5,3.92,13.1,396,54.2,349,0
61,25.5,8.74,99.1,37.9,6.92,22.7,1554,1,4.53,0
64.4,33.4,51.9,418,124,19.1,34.9,255,74.3,20.4,1
65.5,29.7,6.61,17,28.9,13.3,29.4,1104,27.9,163,0
43.7,13.3,3.92,231,16.4,20,38.5,322,2.5,10.3,0
33.4,23.3,2,31.1,15.4,23.1,40.3,337,35.2,6.21,1
13.5,10.7,18.3,27.4,8.51,1,2.5,14.2,12.7,83.5,0
11.7,4.37,6.61,153,26.4,37.9,118,947,102,145,1
12.5,19.3,33.1,322,294,35.2,51.4,231,15.3,13.9,0
84.3,35.2,8.13,153,24.1,5.57,17.6,547,6.92,17.5,0
38.2,15.8,9.22,188,36.2,9.65,33.4,799,1,6.92,0
28.1,9.22,12.1,11.1,55.2,45.7,139,1310,27.4,24.8,1
11.7,8.74,13,14.3,45.7,31.1,56.7,1065,13.2,4.7,0
1,3.46,8.58,231,41.4,25.5,29.2,429,126,239,1
136,48.7,20.9,692,178,29.2,45.3,965,19.6,10.5,0
19.5,13.8,16.4,528,150,2.86,1,147,5.78,13.9,0
42.9,12.4,58.8,191,101,22.5,38.9,764,15.4,21.1,1
5.28,5.57,4.91,8.51,1.11,10.1,38.5,1762,63.8,85.8,1
79.1,50.5,50,328,129,9.31,16.1,588,1,6.61,0
81.3,16.8,15.5,61.5,18.6,8.58,15.7,235,1.53,10.1,0
32.2,26.9,3.4,231,33.7,69.8,110,820,26.2,12.6,1
40,20,7.04,33.7,15.3,17.3,30.2,483,15.4,17.2,0
19.6,20.2,13.3,172,41.8,21.7,38.9,505,1,5.62,0
50.9,28.1,27.6,284,79.9,24.1,41,514,1,3.05,0
41.4,27.1,39.2,59.4,61.5,17.5,42.6,487,39.2,5.78,1
58.8,31.9,19.1,37.9,49.6,63.2,112,914,22.3,5.52,1
64.9,21.1,6.49,143,44.1,34,66.1,655,26.7,4.45,1
62.1,32.8,24.4,225,40.7,10.8,18.4,319,41.4,24.8,1
32.2,28.1,31.3,429,193,7.43,26.2,466,23.3,10.6,0
63.8,64.4,4.33,163,34.6,8.51,11.4,610,10.7,9.47,0
22.1,26.7,10.4,126,7.43,24.6,42.9,322,19.6,10.2,0
63.2,38.9,76.4,349,105,31.9,37.5,302,3.85,2.64,0
132,54.7,15.5,25,17.9,11,21.3,557,18.6,15.1,0
26.9,24.4,8.28,85.8,12.3,15.8,27.9,528,9.91,17.9,0
39.2,17.6,1.73,5.62,6.21,16.1,32.8,757,12.6,11.8,1
42.9,17.6,8.2,204,59.9,6.85,34,1568,26.7,1.15,0
101,100,16.1,9.73,44.9,34.3,49.6,217,14.2,6.44,0
73,23.1,5.88,221,34.3,14.3,26.2,426,3.43,8.2,0
25.5,23.5,20.7,34.9,50.9,44.1,71,604,41.4,319,0
33.7,16.8,12.3,131,44.1,28.6,42.6,279,16.8,12.2,0
205,71,4.53,17,47.4,13.8,37.9,1794,23.3,62.6,1
24.1,28.1,15.1,217,41,48.7,135,1055,16.3,9.47,0
34,21.3,25,655,112,19.6,21.1,276,21.3,109,0
57.3,23.5,31.9,322,58.8,19.8,35.5,835,33.1,16.1,1
55.2,22.3,10.1,150,28.6,6.38,15.1,422,18.6,1.84,1
77,21.1,2.33,7.17,3.13,38.5,119,1472,15.5,11.3,1
59.4,41.4,68.5,175,44.5,70.4,100,407,15.5,9.65,0
9.39,27.9,43.3,202,110,9.65,30.5,679,13.2,8.98,0
16.5,33.4,7.7,120,46.1,14.1,27.6,414,5.99,13,0
61,40.7,8.51,142,25.5,22.9,40.3,255,1.91,10.6,0
63.8,34.9,1,241,19.8,7.99,18.8,1124,31.1,3.31,1
45.7,12.1,4.18,186,21.1,15.8,20.2,311,10.9,16.1,0
39.2,10,12.1,38.5,48.7,20.4,30,284,20.7,8.98,1
120,85.8,6.67,13.1,35.9,22.7,46.1,453,77,37.2,1
5.78,1.01,2.21,538,38.9,16.8,15.4,461,11.9,9.22,0
35.2,10.4,46.1,289,89,1.86,6.44,161,29.2,19.8,1
19.6,46.6,43.7,88.2,39.6,20.7,37.9,281,10.7,1.04,0
34,18.8,8.43,97.3,56.7,11.7,31.1,533,12.7,1.45,0
47.4,28.9,6.38,241,34.9,10.3,13.6,1009,54.7,15.8,1
44.1,28.4,14.1,48.3,43.7,60.4,119,1459,1.7,5.73,0
119,29.4,1.54,1.26,13,9.22,22.1,1186,25.5,11.4,1
53.8,23.9,16.4,79.1,59.9,41.4,63.8,1114,22.1,14.6,1
164,72.3,10.6,196,50,25.9,37.9,519,17.6,1.75,0
42.2,22.3,14.5,340,63.8,5.28,10.6,382,9.22,8.51,0
71,66.7,4.07,9.82,23.5,15.3,17.9,583,25.5,7.04,1
59.9,32.8,11.4,151,17.5,20.7,25.3,186,36.8,3.96,1
41.4,28.9,21.3,16.5,84.3,29.2,64.9,3398,48.3,6.26,0
25.9,19.3,50.9,698,204,10.3,28.6,757,3.05,2.67,0
78.4,44.1,44.1,153,51.9,63.8,138,1155,13.8,9.56,0
47,57.3,3.55,13.6,20,19.6,32.5,349,35.2,12.9,1
17.3,28.9,15,16.5,4.74,8.98,37.2,710,4.83,8.13,0
53.3,19.8,5,21.5,40,3.34,16.1,1999,39.2,67.9,0
20.5,15,9.56,75,17.8,15.5,21.3,777,20.2,8.28,1
55.2,27.4,3.65,12.5,57.8,32.2,44.1,233,13.1,12.4,0
84.3,23.1,6.1,227,40.7,75,114,2072,19.1,10.8,0
135,198,4.87,215,27.4,16.4,61,2393,18.1,3.49,0
25.3,17.5,16.5,30.8,17.6,11.8,25.3,599,11.3,6.15,0
42.6,23.3,11.2,137,11.2,17,34.9,505,20.7,7.04,0
71,40.7,17,136,10.1,76.4,122,2247,23.5,8.74,1
62.6,26.4,17.2,244,62.1,10.6,17.2,505,35.2,18.1,1
51.4,25.5,47,172,139,38.5,54.7,1298,17.8,18.9,0
63.8,24.6,2.41,5.88,13.5,10.6,16.7,533,18.3,1,0
73.7,34.9,30,84.3,41.8,145,375,2350,12.1,2.53,1
46.6,19.3,3.4,1.01,1.15,17.8,40.3,355,13.9,5.19,0
45.7,14.9,15.4,429,58.8,5.42,22.1,204,21.1,25.3,1
86.6,36.5,6.15,111,23.1,50,75.7,1000,25,11.9,1
30.5,23.1,19.8,64.9,26.2,11.3,22.7,322,11.7,15.4,0
35.2,9.14,25.7,18.6,33.7,45.7,74.3,710,38.2,28.6,1
211,88.2,11.9,157,24.4,45.7,94.7,1715,7.5,13.6,1
43.7,21.5,5.28,302,28.6,36.2,88.2,1963,25.7,10.1,1
19.5,13.8,7.17,22.3,37.5,12.2,34.9,644,32.5,12.4,1
118,64.4,10.4,129,3,6.73,14.9,466,2,1.6,0
64.4,24.8,10.8,153,35.9,111,231,1144,18.9,6.1,0
43.7,26.7,31.9,66.1,18.9,18.6,31.9,382,19.3,10.9,0
81.3,39.6,54.7,231,107,6.49,20,1065,20.2,8.66,1
58.8,28.1,6.98,18.3,50.5,13.8,22.7,257,27.6,43.3,1
21.7,18.6,29.2,414,168,5.73,15.3,382,68.5,43.3,1
62.1,27.1,8.35,115,27.1,18.8,33.7,843,38.5,1.81,0
24.6,25.5,14.7,81.3,43.7,73.7,184,1554,27.4,12.1,1
6.1,21.3,69.8,125,196,10.9,44.5,1322,5.94,8.82,1
154,86.6,9.14,189,35.5,20.4,36.8,621,14.9,11.8,0
73.7,34.9,4.78,22.1,56.7,11.7,33.7,743,32.5,13.6,1
70.4,37.5,42.9,136,59.4,36.8,75,538,27.6,9.47,1
77,26.4,13.7,500,75.7,11.8,36.5,487,23.3,9.22,1
11.8,22.5,9.39,122,12.9,37.2,54.7,667,14.5,3.68,0
18.1,22.7,19.6,392,143,17.6,38.9,679,11.9,13.5,0
32.5,25.7,12.9,308,72.3,33.4,75.7,1486,17.9,130,0
49.6,46.1,10.3,453,66.1,17.5,23.1,389,22.3,10.2,1
41.8,23.9,5.83,514,69.8,4.41,13.3,157,23.9,7.37,1
20.5,32.5,11.1,289,64.9,19.8,34.3,337,8.58,10.3,1
58.8,17.5,9.73,9.47,27.4,27.9,50.5,557,25,10.4,1
41.4,26.4,3.08,24.4,19.6,30.2,48.3,385,8.51,8.13,0
34.9,16.5,15.8,153,41.4,4.74,9.91,939,6.61,8.98,0
20,19.1,24.4,578,97.3,10.7,26.9,835,13.8,5.33,0
179,27.9,4.26,146,45.7,18.6,32.2,528,1.86,6.98,0
51.9,30.2,3.46,271,48.7,23.3,40,422,35.2,17.3,0
92.2,69.8,55.2,375,130,69.8,111,1018,6.73,5.52,0
48.3,15.7,4.78,13.6,24.8,3.65,15.5,191,1,8.06,0
85.1,27.9,1.36,158,6.67,16.4,34,410,75.7,26.9,1
36.5,19.8,10.8,237,23.5,46.1,62.6,1407,32.5,12.7,1
73.7,27.6,20.5,19.6,21.1,26.7,62.6,1334,36.5,6.79,1
19.3,27.4,34.3,445,49.1,19.3,42.9,685,63.2,30.8,1
28.9,21.7,4.53,22.7,7.5,4.49,21.9,1055,14.7,12.4,0
50.9,120,9.56,44.5,14.2,50,89.8,710,26.9,14.1,1
73,28.6,8.28,6.79,25.3,26.2,30.5,289,18.9,9.31,0
62.1,27.1,6.98,13.1,59.4,36.8,49.1,791,77.7,52.8,1
34.9,24.8,16.8,188,53.3,10,12.1,491,25.5,10.7,1
66.1,63.8,16,138,26.7,16,34.9,505,3.68,14.6,0
26.9,17.3,12.7,90.6,20,10.1,27.6,410,9.47,17.2,0
78.4,21.1,9.06,264,53.3,157,331,1843,17.3,13.5,0
37.5,31.1,6.44,284,34.6,18.6,34.6,557,12,7.17,1
55.2,10.8,4.18,45.3,21.3,30.2,58.8,470,8.06,13.2,0
55.7,24.8,7.57,496,55.7,16.4,42.2,441,36.8,8.82,1
49.1,18.4,10.3,53.3,11.7,14.5,30.2,433,17.2,9.31,0
61.5,21.1,6.61,14.5,30,10.2,15,343,18.6,15.1,0
3.37,11.7,20.9,58.3,46.1,26.9,42.6,400,5.47,2.76,0
181,93.9,7.1,22.1,66.7,45.3,64.4,906,11.1,3.85,0
